desc,valor,metraje
2 Dormitorios en Cerrito,U$S 93.000,120
2 Dormitorios en La Teja,U$S 93.000,70
3 Dormitorios en Maroñas,U$S 93.000,
2 Dormitorios en Aires Puros,U$S 93.000,100
3 Dormitorios en Peñarol,U$S 93.000,100
3 Dormitorios en Reducto,U$S 93.000,91
2 Dormitorios en Prado Norte,U$S 93.000,70
3 Dormitorios en Aires Puros,U$S 93.000,
3 Dormitorios en Sayago,U$S 93.000,85
1 Dormitorio en Arroyo Seco,U$S 94.000,
3 Dormitorios en Reducto,U$S 94.000,75
2 Dormitorios en Union,U$S 94.000,120
3 Dormitorios en Cerro,U$S 94.000,100
1 Dormitorio en Reducto,U$S 94.000,54
1 Dormitorio en Reducto,U$S 94.000,54
2 Dormitorios en Villa Muñoz,U$S 95.000,56
Más de 4 dormitorios en La Comercial,U$S 95.000,
3 Dormitorios en Cordon,U$S 95.000,72
3 Dormitorios en Belvedere,U$S 95.000,207
2 Dormitorios en Paso Molino,U$S 95.000,70
2 Dormitorios en Otro,U$S 95.000,53
2 Dormitorios en Aires Puros,U$S 95.000,56
3 Dormitorios en Colon,U$S 95.000,65
2 Dormitorios en Colon,U$S 95.000,210
2 Dormitorios en Jacinto Vera,U$S 95.000,
2 Dormitorios en Barrio Sur,U$S 95.000,65
2 Dormitorios en Colon,U$S 95.000,110
2 Dormitorios en Reducto,U$S 95.000,85
2 Dormitorios en La Teja,U$S 95.000,
2 Dormitorios en Cerro,U$S 95.000,230
4 Dormitorios en Goes,U$S 95.000,95
1 Dormitorio en Brazo Oriental,U$S 95.000,60
3 Dormitorios en Colon,U$S 95.000,143
2 Dormitorios en Villa Española,U$S 95.000,88
2 Dormitorios en Belvedere,U$S 95.000,
2 Dormitorios en Malvin Norte,U$S 95.000,80
3 Dormitorios en Cno. Maldonado,U$S 95.000,336
2 Dormitorios en Sayago,U$S 95.000,91
2 Dormitorios en Prado,U$S 95.000,55
1 Dormitorio en Cordon,U$S 95.000,62
2 Dormitorios en Colon,U$S 95.000,80
2 Dormitorios en Union,U$S 95.000,65
2 Dormitorios en Union,U$S 95.000,82
2 Dormitorios en La Comercial,U$S 95.000,56
2 Dormitorios en Cerrito,U$S 95.000,70
3 Dormitorios en Nuevo Paris,U$S 95.000,80
Más de 4 dormitorios en Malvin Norte,U$S 95.000,700
2 Dormitorios en Bella Vista,U$S 95.000,53
1 Ambiente en Pocitos,U$S 95.000,30
Más de 4 dormitorios en Villa Muñoz,U$S 95.000,139
3 Dormitorios en Union,U$S 95.000,109
2 Dormitorios en La Comercial,U$S 95.000,63
2 Dormitorios en Goes,U$S 95.000,65
2 Dormitorios en Cerrito,U$S 95.000,80
2 Dormitorios en La Comercial,U$S 95.000,96
4 Dormitorios en Prado,U$S 95.000,93
3 Dormitorios en Nuevo Paris,U$S 95.000,80
Más de 4 dormitorios en La Teja,U$S 95.000,
2 Dormitorios en Belvedere,U$S 95.000,
2 Dormitorios en La Comercial,U$S 95.000,98
1 Dormitorio en Brazo Oriental,U$S 95.000,49
2 Dormitorios en Carrasco Norte,U$S 95.000,
2 Dormitorios en La Teja,U$S 95.000,100
2 Dormitorios en La Comercial,U$S 95.000,95
2 Dormitorios en Bella Vista,U$S 95.000,53
Más de 4 dormitorios en Aguada,U$S 95.000,112
Más de 4 dormitorios en Aires Puros,U$S 95.000,130
2 Dormitorios en La Comercial,U$S 95.000,
2 Dormitorios en Goes,U$S 95.000,
3 Dormitorios en Sayago,U$S 95.000,70
4 Dormitorios en Nuevo Paris,U$S 95.000,160
2 Dormitorios en Sayago,U$S 95.000,51
2 Dormitorios en Union,U$S 95.000,68
2 Dormitorios en La Comercial,U$S 95.000,56
1 Ambiente en Malvin,U$S 95.442,36
4 Dormitorios en Aguada,U$S 97.000,120
3 Dormitorios en Cerrito,U$S 97.000,80
2 Dormitorios en Goes,U$S 97.000,79
3 Dormitorios en Melilla,U$S 97.000,
2 Dormitorios en Union,U$S 97.000,190
1 Dormitorio en Parque Batlle,U$S 97.000,49
2 Dormitorios en Capurro,U$S 97.000,56
3 Dormitorios en Union,U$S 97.500,80
3 Dormitorios en Union,U$S 97.500,80
3 Dormitorios en Malvin Norte,U$S 98.000,80
2 Dormitorios en Maroñas,U$S 98.000,102
1 Dormitorio en La Blanqueada,U$S 98.000,42
1 Ambiente en Cerrito,U$S 98.000,1
1 Dormitorio en La Blanqueada,U$S 98.000,41
3 Dormitorios en Villa Muñoz,U$S 98.000,101
3 Dormitorios en Aires Puros,U$S 98.000,455
3 Dormitorios en La Comercial,U$S 98.000,79
3 Dormitorios en Colon,U$S 98.000,368
3 Dormitorios en Prado,U$S 98.000,87
2 Dormitorios en Colon,U$S 98.000,70
3 Dormitorios en La Comercial,U$S 98.000,87
1 Dormitorio en Tres Cruces,U$S 98.000,52
2 Dormitorios en Nuevo Paris,U$S 98.000,120
2 Dormitorios en Paso Molino,U$S 98.000,53
2 Dormitorios en Paso De La Arena,U$S 98.000,125
1 Dormitorio en Nuevo Paris,U$S 98.000,
1 Dormitorio en La Blanqueada,U$S 98.000,41
1 Dormitorio en Pocitos,U$S 98.000,40
3 Dormitorios en Punta Rieles,U$S 98.000,100
1 Dormitorio en La Blanqueada,U$S 98.000,45
4 Dormitorios en Belvedere,U$S 98.000,120
3 Dormitorios en Lezica,U$S 98.000,100
2 Dormitorios en Peñarol,U$S 98.000,60
2 Dormitorios en Goes,U$S 98.000,71
1 Dormitorio en Peñarol,U$S 98.000,143
3 Dormitorios en Colon,U$S 98.000,120
3 Dormitorios en Colon,U$S 98.000,
3 Dormitorios en Aires Puros,U$S 98.000,110
3 Dormitorios en Peñarol,U$S 98.000,160
4 Dormitorios en Aguada,U$S 98.000,123
2 Dormitorios en Manga,U$S 98.000,100
1 Dormitorio en La Blanqueada,U$S 98.000,
1 Dormitorio en Jacinto Vera,U$S 98.000,35
2 Dormitorios en Colon,U$S 98.000,143
2 Dormitorios en Union,U$S 98.000,202
2 Dormitorios en Cerrito,U$S 98.000,115
2 Dormitorios en Peñarol,U$S 98.000,150
3 Dormitorios en Colon,U$S 98.000,
3 Dormitorios en Reducto,U$S 98.000,75
2 Dormitorios en Belvedere,U$S 98.500,
3 Dormitorios en J. Hipodromo,U$S 99.000,55
2 Dormitorios en La Teja,U$S 99.000,60
2 Dormitorios en Cerrito,U$S 99.000,100
2 Dormitorios en Union,U$S 99.000,109
3 Dormitorios en Tres Cruces,U$S 99.000,115
2 Dormitorios en Cerrito,U$S 99.000,70
2 Dormitorios en Brazo Oriental,U$S 99.000,75
3 Dormitorios en Cordon,U$S 99.000,121
2 Dormitorios en Villa Española,U$S 99.000,49
3 Dormitorios en Ituzaingo,U$S 99.000,55
2 Dormitorios en Capurro,U$S 99.000,100
2 Dormitorios en Cerrito,U$S 99.000,60
3 Dormitorios en Ituzaingo,U$S 99.000,80
3 Dormitorios en Malvin Norte,U$S 99.000,
1 Dormitorio en Atahualpa,U$S 99.000,42
3 Dormitorios en Peñarol,U$S 99.000,78
2 Dormitorios en Aires Puros,U$S 99.000,100
1 Dormitorio en Prado,U$S 99.000,42
2 Dormitorios en Sayago,U$S 99.000,60
2 Dormitorios en Maroñas,U$S 99.000,100
4 Dormitorios en Peñarol,U$S 99.000,80
4 Dormitorios en Goes,U$S 99.000,
Más de 4 dormitorios en Casavalle,U$S 99.000,300
3 Dormitorios en La Teja,U$S 99.000,110
3 Dormitorios en Reducto,U$S 99.000,80
Más de 4 dormitorios en Paso Molino,U$S 99.000,229
2 Dormitorios en La Blanqueada,U$S 99.000,168
3 Dormitorios en Sayago,U$S 99.000,148
3 Dormitorios en La Comercial,U$S 99.500,98
Más de 4 dormitorios en Aguada,U$S 99.500,
2 Dormitorios en La Teja,U$S 99.500,143
3 Dormitorios en Belvedere,U$S 99.500,85
1 Dormitorio en Malvin,U$S 99.500,73
1 Dormitorio en Union,U$S 99.700,45
2 Dormitorios en Aires Puros,U$S 99.800,50
3 Dormitorios en Villa Española,U$S 99.800,
2 Dormitorios en Cerrito,U$S 99.900,80
2 Dormitorios en Union,U$S 100.000,65
2 Dormitorios en Peñarol,U$S 100.000,106
2 Dormitorios en Sayago,U$S 100.000,70
Más de 4 dormitorios en Perez Castellanos,U$S 100.000,134
2 Dormitorios en Prado,U$S 100.000,
3 Dormitorios en La Teja,U$S 100.000,58
Más de 4 dormitorios en Union,U$S 100.000,182
2 Dormitorios en Brazo Oriental,U$S 100.000,83
3 Dormitorios en Carrasco Norte,U$S 100.000,70
2 Dormitorios en Perez Castellanos,U$S 100.000,
3 Dormitorios en Aguada,U$S 100.000,
2 Dormitorios en La Blanqueada,U$S 100.000,87
2 Dormitorios en Carrasco Norte,U$S 100.000,63
3 Dormitorios en La Teja,U$S 100.000,
2 Dormitorios en Peñarol,U$S 100.000,
2 Dormitorios en La Teja,U$S 100.000,43
1 Dormitorio en Otro,U$S 100.000,74
2 Dormitorios en Brazo Oriental,U$S 100.000,75
2 Dormitorios en Villa Española,U$S 100.000,
4 Dormitorios en Bella Vista,U$S 100.000,142
Más de 4 dormitorios en Perez Castellanos,U$S 100.000,
4 Dormitorios en Colon,U$S 100.000,
4 Dormitorios en Capurro,U$S 100.000,209
2 Dormitorios en Jacinto Vera,U$S 100.000,41
3 Dormitorios en Brazo Oriental,U$S 100.000,70
4 Dormitorios en Colon,U$S 100.000,
3 Dormitorios en Manga,U$S 100.000,472
Más de 4 dormitorios en Capurro,U$S 100.000,209
2 Dormitorios en Nuevo Paris,U$S 100.000,
2 Dormitorios en Capurro,U$S 100.000,180
2 Dormitorios en Atahualpa,U$S 100.000,80
1 Dormitorio en Palermo,U$S 100.000,
Más de 4 dormitorios en Otro,U$S 100.000,132
2 Dormitorios en Sayago,U$S 100.000,
1 Ambiente en Centro,U$S 100.000,130
3 Dormitorios en Sayago,U$S 100.000,81
2 Dormitorios en Aires Puros,U$S 100.000,110
2 Dormitorios en Paso De La Arena,U$S 100.000,76
3 Dormitorios en Cordon,U$S 100.000,85
2 Dormitorios en Cerro,U$S 100.000,109
2 Dormitorios en Peñarol,U$S 100.000,63
2 Dormitorios en La Blanqueada,U$S 100.000,81
3 Dormitorios en Aires Puros,U$S 100.000,396
Más de 4 dormitorios en Otro,U$S 100.000,132
2 Dormitorios en La Comercial,U$S 103.000,87
3 Dormitorios en Ituzaingo,U$S 103.000,105
2 Dormitorios en Sayago,U$S 103.000,120
Más de 4 dormitorios en Aguada,U$S 103.000,135
4 Dormitorios en Reducto,U$S 103.000,127
3 Dormitorios en Paso De La Arena,U$S 104.000,90
Más de 4 dormitorios en Aguada,U$S 104.000,
3 Dormitorios en La Comercial,U$S 104.000,110
Más de 4 dormitorios en Aguada,U$S 104.000,135
3 Dormitorios en Peñarol,U$S 105.000,79
2 Dormitorios en Reducto,U$S 105.000,48
3 Dormitorios en Sayago,U$S 105.000,99
3 Dormitorios en Colon,U$S 105.000,
3 Dormitorios en Union,U$S 105.000,250
2 Dormitorios en Paso De La Arena,U$S 105.000,67
3 Dormitorios en Sayago,U$S 105.000,77
1 Dormitorio en Tres Cruces,U$S 105.000,65
2 Dormitorios en Buceo,U$S 105.000,
3 Dormitorios en Cerrito,U$S 105.000,75
2 Dormitorios en Sayago,U$S 105.000,
2 Dormitorios en Union,U$S 105.000,90
3 Dormitorios en Maroñas,U$S 105.000,68
2 Dormitorios en Colon,U$S 105.000,65
3 Dormitorios en Malvin Norte,U$S 105.000,100
2 Dormitorios en Jacinto Vera,U$S 105.000,78
2 Dormitorios en Maroñas,U$S 105.000,
2 Dormitorios en Parque Batlle,U$S 105.000,55
1 Dormitorio en Jacinto Vera,U$S 105.000,55
2 Dormitorios en Colon,U$S 105.000,
2 Dormitorios en Arroyo Seco,U$S 105.000,75
2 Dormitorios en Reducto,U$S 105.000,72
3 Dormitorios en Piedras Blancas,U$S 105.000,
2 Dormitorios en La Teja,U$S 105.000,
3 Dormitorios en Villa Española,U$S 105.000,73
2 Dormitorios en Buceo,U$S 105.000,55
3 Dormitorios en Cordon,U$S 105.000,118
3 Dormitorios en Aguada,U$S 105.000,71
2 Dormitorios en Sayago,U$S 106.000,68
2 Dormitorios en Malvin Norte,U$S 106.000,
2 Dormitorios en Aires Puros,U$S 107.000,61
2 Dormitorios en Prado,U$S 107.000,
3 Dormitorios en Cordon,U$S 107.000,126
2 Dormitorios en Malvin,U$S 108.000,53
2 Dormitorios en Union,U$S 108.000,62
2 Dormitorios en Goes,U$S 108.000,65
1 Dormitorio en La Comercial,U$S 108.000,60
2 Dormitorios en Cordon,U$S 108.000,
Más de 4 dormitorios en Aguada,U$S 109.000,135
2 Dormitorios en Brazo Oriental,U$S 109.000,76
2 Dormitorios en Atahualpa,U$S 109.000,76
2 Dormitorios en Jacinto Vera,U$S 109.000,76
1 Dormitorio en La Blanqueada,U$S 109.000,44
3 Dormitorios en La Comercial,U$S 109.000,
3 Dormitorios en La Comercial,U$S 109.000,140
3 Dormitorios en Sayago,U$S 110.000,61
3 Dormitorios en Sayago,U$S 110.000,83
Más de 4 dormitorios en La Teja,U$S 110.000,235
4 Dormitorios en Colon,U$S 110.000,1160
Más de 4 dormitorios en Union,U$S 110.000,184
3 Dormitorios en Paso De La Arena,U$S 110.000,110
Más de 4 dormitorios en Ciudad Vieja,U$S 110.000,212
2 Dormitorios en Centro,U$S 110.000,72
2 Dormitorios en Villa Muñoz,U$S 110.000,
3 Dormitorios en Union,U$S 110.000,85
3 Dormitorios en Jacinto Vera,U$S 110.000,65
2 Dormitorios en Cerrito,U$S 110.000,68
Más de 4 dormitorios en Union,U$S 110.000,242
1 Dormitorio en Otro,U$S 110.000,136
4 Dormitorios en Cordon,U$S 110.000,137
3 Dormitorios en Sayago,U$S 110.000,95
3 Dormitorios en Tres Cruces,U$S 110.000,78
3 Dormitorios en Cordon,U$S 110.000,71
2 Dormitorios en Parque Batlle,U$S 110.000,67
2 Dormitorios en Punta Rieles,U$S 110.000,60
2 Dormitorios en Belvedere,U$S 110.000,212
1 Dormitorio en Tres Cruces,U$S 110.000,
3 Dormitorios en La Comercial,U$S 110.000,
2 Dormitorios en Reducto,U$S 110.000,117
2 Dormitorios en Brazo Oriental,U$S 110.000,100
3 Dormitorios en Maroñas,U$S 110.000,
3 Dormitorios en Prado,U$S 110.000,
2 Dormitorios en Colon,U$S 110.000,100
4 Dormitorios en Reducto,U$S 110.000,
2 Dormitorios en Jacinto Vera,U$S 110.000,115
2 Dormitorios en Buceo,U$S 110.000,85
Más de 4 dormitorios en Ciudad Vieja,U$S 110.000,195
2 Dormitorios en Cerrito,U$S 110.000,73
4 Dormitorios en Lezica,U$S 110.000,70
4 Dormitorios en Tres Cruces,U$S 110.000,130
2 Dormitorios en Piedras Blancas,U$S 110.000,112
3 Dormitorios en Cerrito,U$S 110.000,140
3 Dormitorios en Prado Norte,U$S 110.000,120
2 Dormitorios en Reducto,U$S 110.000,55
2 Dormitorios en Aires Puros,U$S 110.000,149
4 Dormitorios en Colon,U$S 110.000,
3 Dormitorios en Belvedere,U$S 110.000,75
2 Dormitorios en Cerrito,U$S 110.000,1
3 Dormitorios en Sayago,U$S 110.000,86
3 Dormitorios en Aires Puros,U$S 110.000,100
3 Dormitorios en Paso De La Arena,U$S 110.000,
3 Dormitorios en Brazo Oriental,U$S 110.000,85
1 Dormitorio en Manga,U$S 110.000,230
1 Ambiente en Lezica,U$S 110.000,
3 Dormitorios en Manga,U$S 110.000,95
2 Dormitorios en Lezica,U$S 110.000,120
2 Dormitorios en Brazo Oriental,U$S 110.000,55
3 Dormitorios en La Comercial,U$S 110.000,97
2 Dormitorios en Nuevo Paris,U$S 110.000,170
3 Dormitorios en Buceo,U$S 110.000,
3 Dormitorios en Paso Molino,U$S 110.000,134
2 Dormitorios en Atahualpa,U$S 110.000,68
2 Dormitorios en Colon,U$S 110.000,136
2 Dormitorios en Cerrito,U$S 110.000,1
3 Dormitorios en Belvedere,U$S 110.000,81
2 Dormitorios en Belvedere,U$S 110.000,120
2 Dormitorios en Melilla,U$S 110.000,
3 Dormitorios en Aguada,U$S 110.000,150
2 Dormitorios en Punta Rieles,U$S 110.000,60
2 Dormitorios en Bolivar,U$S 110.000,80
2 Dormitorios en Paso De La Arena,U$S 110.000,66
3 Dormitorios en La Teja,U$S 110.000,92
2 Dormitorios en Reducto,U$S 110.000,60
2 Dormitorios en Villa Española,U$S 110.000,96
2 Dormitorios en Brazo Oriental,U$S 110.000,68
2 Dormitorios en Maroñas,U$S 110.000,98
2 Dormitorios en Peñarol,U$S 110.000,169
2 Dormitorios en Parque Batlle,U$S 110.000,86
2 Dormitorios en La Comercial,U$S 110.000,70
Más de 4 dormitorios en Paso Molino,U$S 110.000,211
2 Dormitorios en Malvin Norte,U$S 110.000,1
Más de 4 dormitorios en Piedras Blancas,U$S 110.000,112
2 Dormitorios en Sayago,U$S 110.000,90
3 Dormitorios en Union,U$S 110.000,91
3 Dormitorios en La Teja,U$S 110.000,160
2 Dormitorios en Union,U$S 110.000,91
2 Dormitorios en Sayago,U$S 110.000,
2 Dormitorios en Prado,U$S 110.000,90
2 Dormitorios en Perez Castellanos,U$S 112.000,104
3 Dormitorios en Peñarol,U$S 112.000,179
3 Dormitorios en Union,U$S 112.000,99
3 Dormitorios en La Blanqueada,U$S 114.000,130
2 Dormitorios en Pocitos,U$S 114.950,48
2 Dormitorios en Ituzaingo,U$S 115.000,70
4 Dormitorios en Union,U$S 115.000,172
3 Dormitorios en Prado,U$S 115.000,60
3 Dormitorios en Colon,U$S 115.000,94
3 Dormitorios en Brazo Oriental,U$S 115.000,80
2 Dormitorios en Union,U$S 115.000,65
2 Dormitorios en Prado,U$S 115.000,81
2 Dormitorios en La Comercial,U$S 115.000,
2 Dormitorios en Jacinto Vera,U$S 115.000,
2 Dormitorios en Otro,U$S 115.000,81
2 Dormitorios en Cerrito,U$S 115.000,174
Más de 4 dormitorios en Reducto,U$S 115.000,155
3 Dormitorios en Goes,U$S 115.000,
Más de 4 dormitorios en Aguada,U$S 115.000,155
2 Dormitorios en Jacinto Vera,U$S 115.000,60
3 Dormitorios en Tres Cruces,U$S 115.000,95
Más de 4 dormitorios en Ituzaingo,U$S 115.000,102
3 Dormitorios en Villa Muñoz,U$S 115.000,119
2 Dormitorios en Carrasco Norte,U$S 115.000,45
3 Dormitorios en Cerrito,U$S 115.000,99
2 Dormitorios en Brazo Oriental,U$S 115.000,65
2 Dormitorios en Sayago,U$S 115.000,224
2 Dormitorios en Reducto,U$S 115.000,68
Más de 4 dormitorios en Aguada,U$S 115.000,155
2 Dormitorios en Jacinto Vera,U$S 115.000,114
4 Dormitorios en Prado,U$S 115.000,100
4 Dormitorios en Aguada,U$S 115.000,125
Más de 4 dormitorios en Carrasco,U$S 115.000,200
1 Dormitorio en La Comercial,U$S 115.000,42
2 Dormitorios en Goes,U$S 115.000,60
2 Dormitorios en Malvin Norte,U$S 115.000,48
3 Dormitorios en Colon,U$S 115.000,106
3 Dormitorios en Cerrito,U$S 115.000,62
2 Dormitorios en Capurro,U$S 115.000,70
2 Dormitorios en Cerrito,U$S 115.000,174
2 Dormitorios en Punta Gorda,U$S 115.000,68
4 Dormitorios en Union,U$S 115.000,160
2 Dormitorios en Villa Dolores,U$S 115.000,85
2 Dormitorios en Carrasco Norte,U$S 115.000,
2 Dormitorios en Atahualpa,U$S 115.000,81
2 Dormitorios en La Comercial,U$S 115.000,55
3 Dormitorios en Belvedere,U$S 115.000,200
2 Dormitorios en Carrasco,U$S 115.000,44
3 Dormitorios en Brazo Oriental,U$S 115.000,70
2 Dormitorios en Union,U$S 115.000,80
2 Dormitorios en Prado,U$S 115.000,75
3 Dormitorios en Prado,U$S 115.000,93
2 Dormitorios en Goes,U$S 115.000,
3 Dormitorios en Peñarol,U$S 115.000,180
2 Dormitorios en La Teja,U$S 115.000,63
2 Dormitorios en Cerrito,U$S 115.000,81
2 Dormitorios en Buceo,U$S 115.000,70
2 Dormitorios en Buceo,U$S 115.000,54
3 Dormitorios en Cerrito,U$S 115.000,71
1 Dormitorio en Villa Muñoz,U$S 115.000,119
2 Dormitorios en Cerrito,U$S 115.000,70
3 Dormitorios en Atahualpa,U$S 115.000,70
3 Dormitorios en Parque Batlle,U$S 115.000,90
2 Dormitorios en Villa Muñoz,U$S 115.000,80
1 Dormitorio en La Blanqueada,U$S 115.000,36
2 Dormitorios en Aires Puros,U$S 115.000,81
Más de 4 dormitorios en La Comercial,U$S 115.000,155
3 Dormitorios en Colon,U$S 115.000,107
2 Dormitorios en Buceo,U$S 115.000,55
Más de 4 dormitorios en La Comercial,U$S 115.000,155
2 Dormitorios en Cerrito,U$S 115.000,174
3 Dormitorios en Perez Castellanos,U$S 115.000,120
4 Dormitorios en Paso De La Arena,U$S 115.000,151
2 Dormitorios en Atahualpa,U$S 115.000,82
2 Dormitorios en Perez Castellanos,U$S 115.000,90
3 Dormitorios en Reducto,U$S 115.000,85
2 Dormitorios en Paso Molino,U$S 115.000,84
2 Dormitorios en La Comercial,U$S 115.000,80
2 Dormitorios en Goes,U$S 115.000,80
2 Dormitorios en Reducto,U$S 115.000,81
2 Dormitorios en Cordon,U$S 115.000,132
1 Dormitorio en Villa Española,U$S 115.000,85
4 Dormitorios en Sayago,U$S 115.000,99
3 Dormitorios en Jacinto Vera,U$S 115.000,80
1 Dormitorio en La Comercial,U$S 115.000,119
2 Dormitorios en La Comercial,U$S 115.000,80
3 Dormitorios en Belvedere,U$S 115.000,228
1 Dormitorio en Union,U$S 115.000,70
1 Dormitorio en Union,U$S 115.000,53
3 Dormitorios en Bella Vista,U$S 115.000,60
2 Dormitorios en Capurro,U$S 115.000,
2 Dormitorios en Malvin Norte,U$S 115.000,134
2 Dormitorios en Peñarol,U$S 115.000,100
2 Dormitorios en Colon,U$S 115.000,250
2 Dormitorios en Jacinto Vera,U$S 115.000,81
2 Dormitorios en Malvin,U$S 115.000,56
1 Dormitorio en Malvin,U$S 115.781,53
2 Dormitorios en Buceo,U$S 117.000,73
3 Dormitorios en Punta Rieles,U$S 117.000,550
3 Dormitorios en Maroñas,U$S 117.000,164
2 Dormitorios en Union,U$S 117.900,80
3 Dormitorios en Maroñas,U$S 118.000,221
2 Dormitorios en Brazo Oriental,U$S 118.000,77
2 Dormitorios en Malvin Norte,U$S 118.000,48
2 Dormitorios en Brazo Oriental,U$S 118.000,61
2 Dormitorios en La Blanqueada,U$S 118.000,80
1 Dormitorio en Buceo,U$S 118.000,45
2 Dormitorios en Atahualpa,U$S 118.000,61
4 Dormitorios en Reducto,U$S 118.000,153
4 Dormitorios en Belvedere,U$S 118.000,136
2 Dormitorios en Cerro,U$S 118.000,132
4 Dormitorios en Villa Española,U$S 118.000,268
2 Dormitorios en La Blanqueada,U$S 118.000,70
2 Dormitorios en Jacinto Vera,U$S 118.000,68
2 Dormitorios en Sayago,U$S 118.000,74
1 Dormitorio en La Blanqueada,U$S 118.000,55
2 Dormitorios en Jacinto Vera,U$S 118.000,100
2 Dormitorios en Jacinto Vera,U$S 118.000,89
2 Dormitorios en Union,U$S 119.000,63
2 Dormitorios en Perez Castellanos,U$S 119.000,
2 Dormitorios en Jacinto Vera,U$S 119.000,60
2 Dormitorios en Malvin Norte,U$S 119.000,78
2 Dormitorios en Palermo,U$S 119.000,
2 Dormitorios en Capurro,U$S 119.000,90
4 Dormitorios en Colon,U$S 119.000,123
2 Dormitorios en Sayago,U$S 119.000,71
3 Dormitorios en Sayago,U$S 119.000,222
3 Dormitorios en Aires Puros,U$S 119.000,80
2 Dormitorios en Villa Española,U$S 119.000,
1 Dormitorio en Pocitos,U$S 119.000,30
2 Dormitorios en Cerrito,U$S 119.000,
2 Dormitorios en Perez Castellanos,U$S 119.500,80
2 Dormitorios en Jacinto Vera,U$S 120.000,100
3 Dormitorios en Villa Española,U$S 120.000,
Más de 4 dormitorios en La Comercial,U$S 120.000,153
3 Dormitorios en Sayago,U$S 120.000,
3 Dormitorios en Maroñas,U$S 120.000,88
2 Dormitorios en Buceo,U$S 120.000,60
4 Dormitorios en Colon,U$S 120.000,77
4 Dormitorios en Perez Castellanos,U$S 120.000,153
4 Dormitorios en Union,U$S 120.000,
2 Dormitorios en Union,U$S 120.000,73
3 Dormitorios en Peñarol,U$S 120.000,500
2 Dormitorios en La Teja,U$S 120.000,
2 Dormitorios en Jacinto Vera,U$S 120.000,95
4 Dormitorios en Union,U$S 120.000,125
2 Dormitorios en Prado Norte,U$S 120.000,
3 Dormitorios en La Teja,U$S 120.000,150
4 Dormitorios en Maroñas,U$S 120.000,107
3 Dormitorios en La Figurita,U$S 120.000,72
2 Dormitorios en Jacinto Vera,U$S 120.000,80
2 Dormitorios en Villa Española,U$S 120.000,60
Más de 4 dormitorios en Belvedere,U$S 120.000,450
2 Dormitorios en Cordon,U$S 120.000,89
2 Dormitorios en Cordon,U$S 120.000,
4 Dormitorios en Nuevo Paris,U$S 120.000,
2 Dormitorios en Union,U$S 120.000,100
2 Dormitorios en Sayago,U$S 120.000,120
3 Dormitorios en Punta Gorda,U$S 120.000,60
2 Dormitorios en La Blanqueada,U$S 120.000,85
3 Dormitorios en La Comercial,U$S 120.000,50
2 Dormitorios en Buceo,U$S 120.000,100
4 Dormitorios en Colon,U$S 120.000,480
1 Dormitorio en Prado Norte,U$S 120.000,
3 Dormitorios en Paso De La Arena,U$S 120.000,120
2 Dormitorios en Brazo Oriental,U$S 120.000,
2 Dormitorios en La Blanqueada,U$S 120.000,60
2 Dormitorios en Union,U$S 120.000,57
4 Dormitorios en Union,U$S 120.000,122
3 Dormitorios en Villa Española,U$S 120.000,
3 Dormitorios en Atahualpa,U$S 120.000,85
3 Dormitorios en Tres Cruces,U$S 120.000,
2 Dormitorios en Union,U$S 120.000,57
2 Dormitorios en La Teja,U$S 120.000,200
3 Dormitorios en Villa Española,U$S 120.000,
2 Dormitorios en Union,U$S 120.000,85
1 Dormitorio en Malvin,U$S 120.000,
2 Dormitorios en Malvin,U$S 120.000,213
3 Dormitorios en Colon,U$S 120.000,150
2 Dormitorios en Sayago,U$S 120.000,
2 Dormitorios en Sayago,U$S 120.000,292
3 Dormitorios en Carrasco,U$S 120.000,70
3 Dormitorios en Maroñas,U$S 120.000,130
3 Dormitorios en Carrasco Norte,U$S 120.000,73
4 Dormitorios en Ciudad Vieja,U$S 120.000,
4 Dormitorios en Aguada,U$S 120.000,161
2 Dormitorios en Jacinto Vera,U$S 120.000,62
2 Dormitorios en Capurro,U$S 120.000,97
2 Dormitorios en La Teja,U$S 120.000,152
2 Dormitorios en La Blanqueada,U$S 120.000,119
3 Dormitorios en Sayago,U$S 120.000,155
