desc,valor,metraje,dormitorios,barrio
4 Dormitorios en La Comercial,175000,140.0,4 Dormitorios,La Comercial
2 Dormitorios en Cordon,175000,156.0,2 Dormitorios,Cordon
Más de 4 dormitorios en Centro,175000,160.0,Más de 4 dormitorios,Centro
3 Dormitorios en Buceo,175000,85.0,3 Dormitorios,Buceo
3 Dormitorios en La Blanqueada,175000,117.0,3 Dormitorios,La Blanqueada
3 Dormitorios en Prado,175000,93.0,3 Dormitorios,Prado
2 Dormitorios en Pocitos,175000,85.0,2 Dormitorios,Pocitos
2 Dormitorios en Jacinto Vera,175000,1.0,2 Dormitorios,Jacinto Vera
2 Dormitorios en Carrasco Norte,175000,63.0,2 Dormitorios,Carrasco Norte
3 Dormitorios en Aguada,175000,160.0,3 Dormitorios,Aguada
2 Dormitorios en Carrasco Norte,175000,63.0,2 Dormitorios,Carrasco Norte
2 Dormitorios en Brazo Oriental,175000,77.0,2 Dormitorios,Brazo Oriental
2 Dormitorios en Jacinto Vera,175000,70.0,2 Dormitorios,Jacinto Vera
3 Dormitorios en Sayago,175000,260.0,3 Dormitorios,Sayago
2 Dormitorios en Brazo Oriental,175000,189.0,2 Dormitorios,Brazo Oriental
3 Dormitorios en La Blanqueada,175000,80.0,3 Dormitorios,La Blanqueada
3 Dormitorios en Carrasco,175000,90.0,3 Dormitorios,Carrasco
2 Dormitorios en Pocitos,175000,124.0,2 Dormitorios,Pocitos
3 Dormitorios en Carrasco Norte,175000,110.0,3 Dormitorios,Carrasco Norte
2 Dormitorios en Punta Gorda,175000,63.0,2 Dormitorios,Punta Gorda
4 Dormitorios en La Comercial,175000,140.0,4 Dormitorios,La Comercial
3 Dormitorios en Palermo,175000,70.0,3 Dormitorios,Palermo
3 Dormitorios en Cordon,175000,150.0,3 Dormitorios,Cordon
4 Dormitorios en Prado,175000,203.0,4 Dormitorios,Prado
2 Dormitorios en Jacinto Vera,175000,70.0,2 Dormitorios,Jacinto Vera
Más de 4 dormitorios en Sayago,175000,214.0,Más de 4 dormitorios,Sayago
3 Dormitorios en Colon,175000,260.0,3 Dormitorios,Colon
2 Dormitorios en Parque Batlle,175000,82.0,2 Dormitorios,Parque Batlle
2 Dormitorios en La Blanqueada,175000,156.0,2 Dormitorios,La Blanqueada
2 Dormitorios en B. De Carrasco,176000,100.0,2 Dormitorios,B. De Carrasco
3 Dormitorios en Aires Puros,177000,135.0,3 Dormitorios,Aires Puros
2 Dormitorios en Sayago,177000,90.0,2 Dormitorios,Sayago
3 Dormitorios en Otro,178000,120.0,3 Dormitorios,Otro
3 Dormitorios en La Blanqueada,178000,,3 Dormitorios,La Blanqueada
4 Dormitorios en Cerro,178000,175.0,4 Dormitorios,Cerro
2 Dormitorios en Prado,178000,120.0,2 Dormitorios,Prado
3 Dormitorios en Prado,178000,105.0,3 Dormitorios,Prado
3 Dormitorios en Parque Batlle,178000,80.0,3 Dormitorios,Parque Batlle
1 Dormitorio en Malvin,178000,68.0,1 Dormitorio,Malvin
3 Dormitorios en Prado,178000,150.0,3 Dormitorios,Prado
Más de 4 dormitorios en Colon,178000,180.0,Más de 4 dormitorios,Colon
2 Dormitorios en Pocitos,178000,89.0,2 Dormitorios,Pocitos
2 Dormitorios en Jacinto Vera,178000,,2 Dormitorios,Jacinto Vera
2 Dormitorios en La Blanqueada,178000,,2 Dormitorios,La Blanqueada
2 Dormitorios en Prado,178000,72.0,2 Dormitorios,Prado
3 Dormitorios en Sayago,178000,210.0,3 Dormitorios,Sayago
2 Dormitorios en Prado,178000,90.0,2 Dormitorios,Prado
2 Dormitorios en Punta Carretas,179000,67.0,2 Dormitorios,Punta Carretas
3 Dormitorios en Parque Batlle,179000,80.0,3 Dormitorios,Parque Batlle
3 Dormitorios en Carrasco Norte,179000,64.0,3 Dormitorios,Carrasco Norte
2 Dormitorios en Parque Batlle,179000,45.0,2 Dormitorios,Parque Batlle
4 Dormitorios en Cordon,179000,114.0,4 Dormitorios,Cordon
2 Dormitorios en Carrasco Norte,179000,70.0,2 Dormitorios,Carrasco Norte
4 Dormitorios en Brazo Oriental,179000,160.0,4 Dormitorios,Brazo Oriental
3 Dormitorios en Capurro,179000,78.0,3 Dormitorios,Capurro
2 Dormitorios en Malvin,179000,70.0,2 Dormitorios,Malvin
2 Dormitorios en Pocitos,179000,81.0,2 Dormitorios,Pocitos
2 Dormitorios en Malvin,179000,70.0,2 Dormitorios,Malvin
2 Dormitorios en Punta Carretas,179000,65.0,2 Dormitorios,Punta Carretas
3 Dormitorios en Tres Cruces,179000,131.0,3 Dormitorios,Tres Cruces
2 Dormitorios en Parque Batlle,179000,81.0,2 Dormitorios,Parque Batlle
3 Dormitorios en Aguada,179000,200.0,3 Dormitorios,Aguada
2 Dormitorios en Malvin Norte,179000,160.0,2 Dormitorios,Malvin Norte
2 Dormitorios en Parque Rodo,179000,81.0,2 Dormitorios,Parque Rodo
4 Dormitorios en Cordon,179000,114.0,4 Dormitorios,Cordon
4 Dormitorios en La Blanqueada,179000,169.0,4 Dormitorios,La Blanqueada
2 Dormitorios en La Blanqueada,179800,67.0,2 Dormitorios,La Blanqueada
3 Dormitorios en Cordon,179900,200.0,3 Dormitorios,Cordon
2 Dormitorios en Prado,180000,55.0,2 Dormitorios,Prado
3 Dormitorios en La Comercial,180000,122.0,3 Dormitorios,La Comercial
3 Dormitorios en Cordon,180000,111.0,3 Dormitorios,Cordon
3 Dormitorios en Atahualpa,180000,130.0,3 Dormitorios,Atahualpa
3 Dormitorios en Prado Norte,180000,83.0,3 Dormitorios,Prado Norte
3 Dormitorios en Prado,180000,175.0,3 Dormitorios,Prado
2 Dormitorios en Union,180000,120.0,2 Dormitorios,Union
3 Dormitorios en Barrio Sur,180000,130.0,3 Dormitorios,Barrio Sur
4 Dormitorios en Brazo Oriental,180000,120.0,4 Dormitorios,Brazo Oriental
2 Dormitorios en Carrasco Norte,180000,63.0,2 Dormitorios,Carrasco Norte
Más de 4 dormitorios en Parque Rodo,180000,160.0,Más de 4 dormitorios,Parque Rodo
2 Dormitorios en Malvin,180000,80.0,2 Dormitorios,Malvin
4 Dormitorios en Cordon,180000,135.0,4 Dormitorios,Cordon
4 Dormitorios en Ciudad Vieja,180000,220.0,4 Dormitorios,Ciudad Vieja
2 Dormitorios en Punta Carretas,180000,90.0,2 Dormitorios,Punta Carretas
Más de 4 dormitorios en Palermo,180000,170.0,Más de 4 dormitorios,Palermo
3 Dormitorios en Colon,180000,,3 Dormitorios,Colon
3 Dormitorios en La Blanqueada,180000,70.0,3 Dormitorios,La Blanqueada
3 Dormitorios en Arroyo Seco,180000,120.0,3 Dormitorios,Arroyo Seco
2 Dormitorios en Carrasco Norte,180000,140.0,2 Dormitorios,Carrasco Norte
2 Dormitorios en Prado,180000,55.0,2 Dormitorios,Prado
3 Dormitorios en Aires Puros,180000,173.0,3 Dormitorios,Aires Puros
3 Dormitorios en Cordon,180000,,3 Dormitorios,Cordon
4 Dormitorios en Lezica,180000,120.0,4 Dormitorios,Lezica
2 Dormitorios en Union,180000,88.0,2 Dormitorios,Union
3 Dormitorios en Aires Puros,180000,173.0,3 Dormitorios,Aires Puros
3 Dormitorios en Cordon,180000,159.0,3 Dormitorios,Cordon
4 Dormitorios en Cordon,180000,149.0,4 Dormitorios,Cordon
4 Dormitorios en Peñarol,180000,200.0,4 Dormitorios,Peñarol
Más de 4 dormitorios en Tres Cruces,180000,123.0,Más de 4 dormitorios,Tres Cruces
2 Dormitorios en Villa Española,180000,159.0,2 Dormitorios,Villa Española
3 Dormitorios en Goes,180000,,3 Dormitorios,Goes
2 Dormitorios en La Comercial,180000,140.0,2 Dormitorios,La Comercial
Más de 4 dormitorios en Aguada,180000,280.0,Más de 4 dormitorios,Aguada
3 Dormitorios en Palermo,180000,130.0,3 Dormitorios,Palermo
2 Dormitorios en Cordon,180000,65.0,2 Dormitorios,Cordon
Más de 4 dormitorios en Cordon,180000,123.0,Más de 4 dormitorios,Cordon
2 Dormitorios en Atahualpa,180000,,2 Dormitorios,Atahualpa
2 Dormitorios en Carrasco Norte,180000,,2 Dormitorios,Carrasco Norte
1 Ambiente en Cordon,180000,200.0,1 Ambiente,Cordon
Más de 4 dormitorios en Maroñas,180000,880.0,Más de 4 dormitorios,Maroñas
2 Dormitorios en Carrasco,180000,,2 Dormitorios,Carrasco
2 Dormitorios en Parque Batlle,180000,87.0,2 Dormitorios,Parque Batlle
2 Dormitorios en La Blanqueada,180000,85.0,2 Dormitorios,La Blanqueada
Más de 4 dormitorios en Aguada,180000,137.0,Más de 4 dormitorios,Aguada
4 Dormitorios en Palermo,180000,,4 Dormitorios,Palermo
3 Dormitorios en Brazo Oriental,180000,86.0,3 Dormitorios,Brazo Oriental
3 Dormitorios en Malvin Norte,180000,105.0,3 Dormitorios,Malvin Norte
3 Dormitorios en Union,180000,111.0,3 Dormitorios,Union
3 Dormitorios en Prado Norte,180000,120.0,3 Dormitorios,Prado Norte
Más de 4 dormitorios en Buceo,180000,170.0,Más de 4 dormitorios,Buceo
2 Dormitorios en Reducto,180000,51.0,2 Dormitorios,Reducto
2 Dormitorios en La Comercial,180000,96.0,2 Dormitorios,La Comercial
2 Dormitorios en Prado,180000,,2 Dormitorios,Prado
3 Dormitorios en Pocitos,180000,,3 Dormitorios,Pocitos
3 Dormitorios en Aguada,180000,72.0,3 Dormitorios,Aguada
3 Dormitorios en La Blanqueada,180000,112.0,3 Dormitorios,La Blanqueada
2 Dormitorios en Sayago,180000,178.0,2 Dormitorios,Sayago
2 Dormitorios en Brazo Oriental,180000,93.0,2 Dormitorios,Brazo Oriental
3 Dormitorios en Prado,180000,110.0,3 Dormitorios,Prado
2 Dormitorios en Prado,180000,110.0,2 Dormitorios,Prado
2 Dormitorios en Prado,180000,80.0,2 Dormitorios,Prado
3 Dormitorios en Cordon,180000,130.0,3 Dormitorios,Cordon
2 Dormitorios en Parque Batlle,180000,79.0,2 Dormitorios,Parque Batlle
2 Dormitorios en La Blanqueada,180000,,2 Dormitorios,La Blanqueada
3 Dormitorios en La Comercial,180000,162.0,3 Dormitorios,La Comercial
Más de 4 dormitorios en La Comercial,180000,123.0,Más de 4 dormitorios,La Comercial
3 Dormitorios en Colon,180000,140.0,3 Dormitorios,Colon
3 Dormitorios en Parque Batlle,180000,101.0,3 Dormitorios,Parque Batlle
Más de 4 dormitorios en Ciudad Vieja,180000,542.0,Más de 4 dormitorios,Ciudad Vieja
3 Dormitorios en Cerrito,180000,168.0,3 Dormitorios,Cerrito
2 Dormitorios en Atahualpa,180000,65.0,2 Dormitorios,Atahualpa
Más de 4 dormitorios en Cordon,180000,125.0,Más de 4 dormitorios,Cordon
3 Dormitorios en Parque Batlle,180000,101.0,3 Dormitorios,Parque Batlle
Más de 4 dormitorios en Malvin Norte,180000,880.0,Más de 4 dormitorios,Malvin Norte
3 Dormitorios en Brazo Oriental,183000,125.0,3 Dormitorios,Brazo Oriental
2 Dormitorios en Pocitos,183000,67.0,2 Dormitorios,Pocitos
3 Dormitorios en Aires Puros,183000,100.0,3 Dormitorios,Aires Puros
2 Dormitorios en Barrio Sur,183000,140.0,2 Dormitorios,Barrio Sur
3 Dormitorios en La Blanqueada,183000,90.0,3 Dormitorios,La Blanqueada
2 Dormitorios en Puerto Buceo,184000,79.0,2 Dormitorios,Puerto Buceo
2 Dormitorios en Parque Rodo,184000,100.0,2 Dormitorios,Parque Rodo
2 Dormitorios en Buceo,184000,79.0,2 Dormitorios,Buceo
3 Dormitorios en La Blanqueada,184500,,3 Dormitorios,La Blanqueada
3 Dormitorios en Prado,184500,113.0,3 Dormitorios,Prado
3 Dormitorios en La Blanqueada,184500,93.0,3 Dormitorios,La Blanqueada
3 Dormitorios en La Blanqueada,184500,92.0,3 Dormitorios,La Blanqueada
4 Dormitorios en La Blanqueada,185000,120.0,4 Dormitorios,La Blanqueada
2 Dormitorios en Atahualpa,185000,89.0,2 Dormitorios,Atahualpa
2 Dormitorios en La Blanqueada,185000,140.0,2 Dormitorios,La Blanqueada
Más de 4 dormitorios en Aguada,185000,191.0,Más de 4 dormitorios,Aguada
1 Dormitorio en Malvin,185000,60.0,1 Dormitorio,Malvin
2 Dormitorios en Pocitos,185000,,2 Dormitorios,Pocitos
4 Dormitorios en Tres Cruces,185000,,4 Dormitorios,Tres Cruces
3 Dormitorios en Prado,185000,163.0,3 Dormitorios,Prado
4 Dormitorios en Parque Batlle,185000,140.0,4 Dormitorios,Parque Batlle
3 Dormitorios en La Blanqueada,185000,130.0,3 Dormitorios,La Blanqueada
4 Dormitorios en Cordon,185000,215.0,4 Dormitorios,Cordon
1 Dormitorio en Malvin,185000,60.0,1 Dormitorio,Malvin
3 Dormitorios en Pajas Blancas,185000,1236.0,3 Dormitorios,Pajas Blancas
2 Dormitorios en La Blanqueada,185000,72.0,2 Dormitorios,La Blanqueada
2 Dormitorios en Sayago,185000,71.0,2 Dormitorios,Sayago
4 Dormitorios en Reducto,185000,203.0,4 Dormitorios,Reducto
3 Dormitorios en Palermo,185000,140.0,3 Dormitorios,Palermo
2 Dormitorios en Brazo Oriental,185000,,2 Dormitorios,Brazo Oriental
2 Dormitorios en La Blanqueada,185000,76.0,2 Dormitorios,La Blanqueada
3 Dormitorios en Palermo,185000,155.0,3 Dormitorios,Palermo
3 Dormitorios en Prado Norte,185000,120.0,3 Dormitorios,Prado Norte
Más de 4 dormitorios en Goes,185000,150.0,Más de 4 dormitorios,Goes
3 Dormitorios en Perez Castellanos,185000,2775.0,3 Dormitorios,Perez Castellanos
3 Dormitorios en Colon,185000,95.0,3 Dormitorios,Colon
4 Dormitorios en La Blanqueada,185000,140.0,4 Dormitorios,La Blanqueada
2 Dormitorios en Malvin,185000,80.0,2 Dormitorios,Malvin
2 Dormitorios en Malvin,185000,120.0,2 Dormitorios,Malvin
3 Dormitorios en Lezica,185000,110.0,3 Dormitorios,Lezica
3 Dormitorios en Palermo,185000,1.0,3 Dormitorios,Palermo
4 Dormitorios en La Blanqueada,185000,130.0,4 Dormitorios,La Blanqueada
2 Dormitorios en Pocitos,185000,155.0,2 Dormitorios,Pocitos
2 Dormitorios en Jacinto Vera,185000,90.0,2 Dormitorios,Jacinto Vera
2 Dormitorios en Buceo,185000,99.0,2 Dormitorios,Buceo
2 Dormitorios en Parque Batlle,185000,80.0,2 Dormitorios,Parque Batlle
Más de 4 dormitorios en Aguada,185000,186.0,Más de 4 dormitorios,Aguada
3 Dormitorios en Cordon,185000,92.0,3 Dormitorios,Cordon
3 Dormitorios en Union,185000,90.0,3 Dormitorios,Union
4 Dormitorios en Prado,185000,120.0,4 Dormitorios,Prado
2 Dormitorios en La Blanqueada,185000,131.0,2 Dormitorios,La Blanqueada
2 Dormitorios en Parque Batlle,185000,85.0,2 Dormitorios,Parque Batlle
2 Dormitorios en Tres Cruces,185000,84.0,2 Dormitorios,Tres Cruces
4 Dormitorios en La Comercial,185000,311.0,4 Dormitorios,La Comercial
2 Dormitorios en Brazo Oriental,185000,281.0,2 Dormitorios,Brazo Oriental
2 Dormitorios en Carrasco Norte,185000,59.0,2 Dormitorios,Carrasco Norte
3 Dormitorios en Lezica,185000,110.0,3 Dormitorios,Lezica
3 Dormitorios en Prado,185000,163.0,3 Dormitorios,Prado
3 Dormitorios en Parque Rodo,185000,155.0,3 Dormitorios,Parque Rodo
2 Dormitorios en Parque Batlle,185000,95.0,2 Dormitorios,Parque Batlle
Más de 4 dormitorios en La Comercial,185000,,Más de 4 dormitorios,La Comercial
3 Dormitorios en Union,185000,100.0,3 Dormitorios,Union
3 Dormitorios en La Comercial,185000,119.0,3 Dormitorios,La Comercial
4 Dormitorios en Centro,185000,,4 Dormitorios,Centro
2 Dormitorios en Pocitos,185000,86.0,2 Dormitorios,Pocitos
3 Dormitorios en Prado,185000,100.0,3 Dormitorios,Prado
3 Dormitorios en Malvin,185000,65.0,3 Dormitorios,Malvin
3 Dormitorios en Palermo,185000,155.0,3 Dormitorios,Palermo
2 Dormitorios en Malvin,185000,118.0,2 Dormitorios,Malvin
3 Dormitorios en Tres Cruces,185000,100.0,3 Dormitorios,Tres Cruces
3 Dormitorios en Brazo Oriental,186000,125.0,3 Dormitorios,Brazo Oriental
Más de 4 dormitorios en Jacinto Vera,187000,124.0,Más de 4 dormitorios,Jacinto Vera
2 Dormitorios en Prado,187000,120.0,2 Dormitorios,Prado
3 Dormitorios en Atahualpa,187000,105.0,3 Dormitorios,Atahualpa
2 Dormitorios en Atahualpa,187000,70.0,2 Dormitorios,Atahualpa
2 Dormitorios en Pocitos,187000,70.0,2 Dormitorios,Pocitos
2 Dormitorios en Sayago,187000,120.0,2 Dormitorios,Sayago
Más de 4 dormitorios en Brazo Oriental,187000,124.0,Más de 4 dormitorios,Brazo Oriental
3 Dormitorios en La Comercial,187000,100.0,3 Dormitorios,La Comercial
2 Dormitorios en Pocitos,187000,74.0,2 Dormitorios,Pocitos
Más de 4 dormitorios en Atahualpa,187000,124.0,Más de 4 dormitorios,Atahualpa
2 Dormitorios en Carrasco Norte,188000,88.0,2 Dormitorios,Carrasco Norte
3 Dormitorios en Prado,188000,110.0,3 Dormitorios,Prado
2 Dormitorios en Parque Miramar,188000,77.0,2 Dormitorios,Parque Miramar
4 Dormitorios en Aguada,189000,150.0,4 Dormitorios,Aguada
3 Dormitorios en Parque Batlle,189000,87.0,3 Dormitorios,Parque Batlle
4 Dormitorios en Prado,189000,162.0,4 Dormitorios,Prado
3 Dormitorios en Cordon,189000,100.0,3 Dormitorios,Cordon
2 Dormitorios en Malvin,189000,86.0,2 Dormitorios,Malvin
2 Dormitorios en Prado,189000,120.0,2 Dormitorios,Prado
Más de 4 dormitorios en Prado Norte,189000,150.0,Más de 4 dormitorios,Prado Norte
3 Dormitorios en Goes,189000,70.0,3 Dormitorios,Goes
2 Dormitorios en Buceo,189000,73.0,2 Dormitorios,Buceo
2 Dormitorios en Cordon,189000,60.0,2 Dormitorios,Cordon
2 Dormitorios en Malvin,189000,49.0,2 Dormitorios,Malvin
3 Dormitorios en Union,189000,100.0,3 Dormitorios,Union
3 Dormitorios en Buceo,189000,93.0,3 Dormitorios,Buceo
3 Dormitorios en La Comercial,189000,240.0,3 Dormitorios,La Comercial
3 Dormitorios en Malvin Norte,189000,100.0,3 Dormitorios,Malvin Norte
2 Dormitorios en Reducto,189000,90.0,2 Dormitorios,Reducto
2 Dormitorios en Prado,189000,100.0,2 Dormitorios,Prado
2 Dormitorios en Prado Norte,189000,75.0,2 Dormitorios,Prado Norte
2 Dormitorios en Malvin,189000,73.0,2 Dormitorios,Malvin
3 Dormitorios en Ciudad Vieja,189000,82.0,3 Dormitorios,Ciudad Vieja
3 Dormitorios en Malvin,189000,73.0,3 Dormitorios,Malvin
3 Dormitorios en Tres Cruces,189000,240.0,3 Dormitorios,Tres Cruces
3 Dormitorios en Jacinto Vera,189500,135.0,3 Dormitorios,Jacinto Vera
3 Dormitorios en Palermo,190000,,3 Dormitorios,Palermo
3 Dormitorios en Prado,190000,123.0,3 Dormitorios,Prado
Más de 4 dormitorios en Cerrito,190000,380.0,Más de 4 dormitorios,Cerrito
Más de 4 dormitorios en Cordon,190000,170.0,Más de 4 dormitorios,Cordon
4 Dormitorios en La Comercial,190000,150.0,4 Dormitorios,La Comercial
2 Dormitorios en Buceo,190000,90.0,2 Dormitorios,Buceo
3 Dormitorios en Cerrito,190000,,3 Dormitorios,Cerrito
3 Dormitorios en Cordon,190000,116.0,3 Dormitorios,Cordon
3 Dormitorios en Buceo,190000,130.0,3 Dormitorios,Buceo
4 Dormitorios en Cordon,190000,120.0,4 Dormitorios,Cordon
2 Dormitorios en Nuevo Paris,190000,170.0,2 Dormitorios,Nuevo Paris
Más de 4 dormitorios en La Blanqueada,190000,98.0,Más de 4 dormitorios,La Blanqueada
Más de 4 dormitorios en Colon,190000,200.0,Más de 4 dormitorios,Colon
2 Dormitorios en Carrasco Norte,190000,70.0,2 Dormitorios,Carrasco Norte
3 Dormitorios en Buceo,190000,90.0,3 Dormitorios,Buceo
2 Dormitorios en Buceo,190000,97.0,2 Dormitorios,Buceo
1 Ambiente en Maroñas,190000,200.0,1 Ambiente,Maroñas
2 Dormitorios en Prado,190000,,2 Dormitorios,Prado
4 Dormitorios en Cordon,190000,168.0,4 Dormitorios,Cordon
1 Ambiente en Palermo,190000,119.0,1 Ambiente,Palermo
3 Dormitorios en Carrasco Norte,190000,98.0,3 Dormitorios,Carrasco Norte
4 Dormitorios en Cordon,190000,170.0,4 Dormitorios,Cordon
3 Dormitorios en La Blanqueada,190000,129.0,3 Dormitorios,La Blanqueada
2 Dormitorios en Malvin,190000,,2 Dormitorios,Malvin
3 Dormitorios en Sayago,190000,110.0,3 Dormitorios,Sayago
Más de 4 dormitorios en Cordon,190000,180.0,Más de 4 dormitorios,Cordon
3 Dormitorios en Buceo,190000,100.0,3 Dormitorios,Buceo
2 Dormitorios en Brazo Oriental,190000,85.0,2 Dormitorios,Brazo Oriental
2 Dormitorios en Buceo,190000,80.0,2 Dormitorios,Buceo
Más de 4 dormitorios en Aguada,190000,186.0,Más de 4 dormitorios,Aguada
Más de 4 dormitorios en Palermo,190000,307.0,Más de 4 dormitorios,Palermo
3 Dormitorios en Cordon,190000,95.0,3 Dormitorios,Cordon
3 Dormitorios en Buceo,190000,,3 Dormitorios,Buceo
3 Dormitorios en Malvin,190000,200.0,3 Dormitorios,Malvin
3 Dormitorios en Sayago,190000,146.0,3 Dormitorios,Sayago
3 Dormitorios en Buceo,190000,130.0,3 Dormitorios,Buceo
3 Dormitorios en Parque Batlle,190000,77.0,3 Dormitorios,Parque Batlle
3 Dormitorios en La Blanqueada,190000,129.0,3 Dormitorios,La Blanqueada
4 Dormitorios en Cordon,190000,170.0,4 Dormitorios,Cordon
3 Dormitorios en Tres Cruces,190000,250.0,3 Dormitorios,Tres Cruces
2 Dormitorios en La Blanqueada,190000,103.0,2 Dormitorios,La Blanqueada
3 Dormitorios en Union,190000,130.0,3 Dormitorios,Union
2 Dormitorios en Buceo,190000,73.0,2 Dormitorios,Buceo
3 Dormitorios en Cordon,190000,,3 Dormitorios,Cordon
3 Dormitorios en Brazo Oriental,190000,213.0,3 Dormitorios,Brazo Oriental
2 Dormitorios en Carrasco,190000,,2 Dormitorios,Carrasco
3 Dormitorios en La Blanqueada,190000,106.0,3 Dormitorios,La Blanqueada
2 Dormitorios en Pocitos Nuevo,190000,58.0,2 Dormitorios,Pocitos Nuevo
3 Dormitorios en Manga,190000,141.0,3 Dormitorios,Manga
2 Dormitorios en Colon,190000,90.0,2 Dormitorios,Colon
4 Dormitorios en Cordon,190000,122.0,4 Dormitorios,Cordon
2 Dormitorios en Nuevo Paris,190000,,2 Dormitorios,Nuevo Paris
3 Dormitorios en La Blanqueada,190000,122.0,3 Dormitorios,La Blanqueada
3 Dormitorios en Atahualpa,190000,,3 Dormitorios,Atahualpa
3 Dormitorios en Buceo,190000,130.0,3 Dormitorios,Buceo
2 Dormitorios en La Comercial,190000,150.0,2 Dormitorios,La Comercial
3 Dormitorios en Tres Cruces,190000,120.0,3 Dormitorios,Tres Cruces
3 Dormitorios en Goes,190000,70.0,3 Dormitorios,Goes
Más de 4 dormitorios en Palermo,190000,307.0,Más de 4 dormitorios,Palermo
3 Dormitorios en Manga,190000,376.0,3 Dormitorios,Manga
3 Dormitorios en Carrasco Norte,190000,98.0,3 Dormitorios,Carrasco Norte
3 Dormitorios en La Blanqueada,190000,129.0,3 Dormitorios,La Blanqueada
2 Dormitorios en Villa Muñoz,190000,150.0,2 Dormitorios,Villa Muñoz
Más de 4 dormitorios en Aguada,190000,175.0,Más de 4 dormitorios,Aguada
2 Dormitorios en La Comercial,190000,417.0,2 Dormitorios,La Comercial
4 Dormitorios en Atahualpa,191000,,4 Dormitorios,Atahualpa
2 Dormitorios en Buceo,195000,107.0,2 Dormitorios,Buceo
3 Dormitorios en Prado,195000,77.0,3 Dormitorios,Prado
2 Dormitorios en La Comercial,195000,186.0,2 Dormitorios,La Comercial
3 Dormitorios en Carrasco Norte,195000,95.0,3 Dormitorios,Carrasco Norte
Más de 4 dormitorios en Brazo Oriental,195000,163.0,Más de 4 dormitorios,Brazo Oriental
3 Dormitorios en Larrañaga,195000,179.0,3 Dormitorios,Larrañaga
2 Dormitorios en Malvin,195000,111.0,2 Dormitorios,Malvin
Más de 4 dormitorios en Perez Castellanos,195000,,Más de 4 dormitorios,Perez Castellanos
1 Dormitorio en Parque Miramar,195000,185.0,1 Dormitorio,Parque Miramar
4 Dormitorios en Parque Rodo,195000,297.0,4 Dormitorios,Parque Rodo
Más de 4 dormitorios en Cordon,195000,120.0,Más de 4 dormitorios,Cordon
4 Dormitorios en Prado,195000,130.0,4 Dormitorios,Prado
2 Dormitorios en Tres Cruces,195000,240.0,2 Dormitorios,Tres Cruces
4 Dormitorios en Parque Batlle,195000,140.0,4 Dormitorios,Parque Batlle
